booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
HB-113782,City Hotel,0,214,2025,June,24,9,2025-06-09,1,2,3,0.0,0,BB,GBR,Groups,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,153.13,0,0
HB-098217,City Hotel,0,19,2024,September,39,23,2024-09-23,1,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,,0,Transient,139.0,0,1
HB-086884,City Hotel,0,134,2024,April,15,9,2024-04-09,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,90.0,0,1
HB-094615,City Hotel,0,30,2024,August,32,5,2024-08-05,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,144.9,1,1
HB-084816,City Hotel,0,0,2024,March,9,2,2024-03-02,0,2,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,55.0,1,1
HB-027557,Resort Hotel,0,95,2024,August,35,30,2024-08-30,0,3,2,0.0,0,BB,USA,Direct,Direct,0,0,0,F,F,1,No Deposit,250.0,,0,Transient,195.67,0,0
HB-054425,City Hotel,1,210,2024,July,29,15,2024-07-15,2,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0
HB-085937,City Hotel,0,51,2024,March,12,20,2024-03-20,2,3,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,88.2,0,0
HB-100744,City Hotel,0,1,2024,October,44,31,2024-10-31,1,0,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,0
HB-077554,City Hotel,0,0,2023,September,38,19,2023-09-19,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,13.0,,0,Transient-Party,136.0,0,1
HB-096887,City Hotel,0,67,2024,September,36,5,2024-09-05,1,4,1,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,104.76,0,1
HB-064616,City Hotel,1,47,2025,March,11,13,2025-03-13,1,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,134.8,0,1
HB-006164,Resort Hotel,1,100,2024,May,22,27,2024-05-27,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,58.0,0,2
HB-118394,City Hotel,0,185,2025,August,33,16,2025-08-16,0,3,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,148.5,0,1
HB-070231,City Hotel,1,139,2025,June,24,12,2025-06-12,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,110.0,0,0
HB-071108,City Hotel,1,178,2025,June,26,28,2025-06-28,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0
HB-098575,City Hotel,0,100,2024,September,39,28,2024-09-28,0,4,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,26.0,,0,Transient-Party,140.0,0,1
HB-118195,City Hotel,0,0,2025,August,33,15,2025-08-15,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient-Party,219.0,0,0
HB-003106,Resort Hotel,0,193,2023,November,46,18,2023-11-18,0,3,1,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,4.0,0,1
HB-040997,City Hotel,0,3,2023,August,32,10,2023-08-10,1,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Contract,81.0,0,1
HB-007954,Resort Hotel,1,226,2024,September,36,4,2024-09-04,2,5,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,52.7,0,1
HB-115674,City Hotel,0,95,2025,July,27,6,2025-07-06,0,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.0,0,1
HB-035784,Resort Hotel,0,26,2025,April,18,28,2025-04-28,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,122.0,1,1
HB-101806,City Hotel,0,0,2024,November,47,19,2024-11-19,0,0,0,0.0,0,BB,PRT,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,9.0,,0,Transient,0.0,0,1
HB-022153,Resort Hotel,0,8,2024,March,11,12,2024-03-12,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,115.0,,0,Transient,47.53,0,0
HB-052651,City Hotel,1,27,2024,June,23,9,2024-06-09,0,1,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,,0,Transient-Party,120.0,0,0
HB-087255,City Hotel,0,30,2024,April,15,14,2024-04-14,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,111.3,0,0
HB-003795,Resort Hotel,1,13,2024,January,2,8,2024-01-08,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,0
HB-112132,City Hotel,0,69,2025,May,20,16,2025-05-16,0,4,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,144.0,0,1
HB-015823,Resort Hotel,0,58,2023,July,31,31,2023-07-31,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,129.0,0,0
HB-051215,City Hotel,1,451,2024,May,20,16,2024-05-16,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0
HB-084067,City Hotel,0,21,2024,February,7,13,2024-02-13,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.0,0,1
HB-044195,City Hotel,0,164,2023,October,40,2,2023-10-02,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,19.0,,0,Transient-Party,100.0,0,0
HB-059707,City Hotel,1,166,2024,November,44,1,2024-11-01,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,110.0,0,0
HB-063892,City Hotel,1,29,2025,February,9,24,2025-02-24,2,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,134.3,0,0
HB-065392,City Hotel,1,92,2025,April,14,2,2025-04-02,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,2
HB-114522,City Hotel,0,27,2025,June,25,19,2025-06-19,1,3,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,357.0,0,Transient,130.5,0,0
HB-119234,City Hotel,0,28,2025,August,35,30,2025-08-30,0,2,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,210.0,0,0
HB-043661,City Hotel,1,20,2023,September,38,22,2023-09-22,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Contract,124.0,0,2
HB-105660,City Hotel,0,98,2025,February,7,10,2025-02-10,1,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,77.0,0,3
HB-100285,City Hotel,0,0,2024,October,43,26,2024-10-26,0,0,1,0.0,0,SC,PRT,Online TA,TA/TO,1,0,0,A,K,0,No Deposit,7.0,,0,Transient,0.0,0,1
HB-057743,City Hotel,1,267,2024,September,40,30,2024-09-30,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26.0,,0,Transient,95.0,0,0
HB-027490,Resort Hotel,0,32,2024,August,35,30,2024-08-30,0,1,3,1.0,0,BB,BEL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,274.0,2,1
HB-043294,City Hotel,0,162,2023,September,37,17,2023-09-17,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,70.0,0,1
HB-017702,Resort Hotel,0,2,2023,October,42,17,2023-10-17,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,,,0,Transient,87.5,1,1
HB-095953,City Hotel,0,2,2024,August,34,24,2024-08-24,0,2,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,164.0,0,1
HB-084251,City Hotel,0,0,2024,February,8,19,2024-02-19,0,2,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,G,1,No Deposit,,,0,Transient,101.5,0,2
HB-082628,City Hotel,0,72,2023,December,51,23,2023-12-23,2,9,2,0.0,0,BB,ROU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,58.91,0,1
HB-104556,City Hotel,0,151,2025,January,3,16,2025-01-16,1,0,2,0.0,0,BB,AUS,Direct,Direct,0,0,0,A,A,3,No Deposit,14.0,,0,Transient,67.15,0,0
HB-001872,Resort Hotel,0,4,2023,September,38,19,2023-09-19,1,1,1,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,248.0,,0,Transient-Party,59.0,0,0
HB-021856,Resort Hotel,0,63,2024,March,10,5,2024-03-05,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,29.0,0,0
HB-115649,City Hotel,0,162,2025,July,27,5,2025-07-05,0,4,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,152.1,0,0
HB-091291,City Hotel,0,2,2024,June,25,17,2024-06-17,0,2,2,0.0,0,BB,NOR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,139.0,0,1
HB-040982,City Hotel,1,39,2023,August,32,10,2023-08-10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-023852,Resort Hotel,0,35,2024,May,18,2,2024-05-02,1,3,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242.0,,0,Transient,111.0,1,0
HB-024712,Resort Hotel,0,5,2024,October,41,11,2024-10-11,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,47.0,0,Transient,42.0,0,0
HB-073312,City Hotel,1,202,2025,August,34,18,2025-08-18,2,2,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,0
HB-088105,City Hotel,0,9,2024,April,18,29,2024-04-29,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,29.0,,0,Transient-Party,110.0,0,0
HB-082527,City Hotel,0,57,2023,December,52,25,2023-12-25,2,5,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,72.47,0,0
HB-030005,Resort Hotel,0,92,2024,November,45,8,2024-11-08,0,4,3,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient-Party,60.3,0,0
HB-068315,City Hotel,1,104,2025,May,20,15,2025-05-15,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0
HB-054330,City Hotel,1,90,2024,July,28,13,2024-07-13,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,0
HB-060117,City Hotel,1,11,2024,November,45,5,2024-11-05,0,1,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,150.0,0,1
HB-116899,City Hotel,0,239,2025,July,30,24,2025-07-24,1,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,2,No Deposit,14.0,,0,Transient,104.86,1,0
HB-089947,City Hotel,0,52,2024,May,22,28,2024-05-28,1,1,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,159.3,0,2
HB-063118,City Hotel,1,56,2025,February,5,1,2025-02-01,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,60.0,0,0
HB-005773,Resort Hotel,1,119,2024,May,20,13,2024-05-13,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,88.0,0,2
HB-078794,City Hotel,0,14,2023,October,41,15,2023-10-15,0,2,1,0.0,0,BB,DZA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,99.0,,0,Transient-Party,100.0,0,0
HB-059735,City Hotel,1,166,2024,November,44,1,2024-11-01,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,110.0,0,0
HB-100196,City Hotel,0,386,2024,October,43,23,2024-10-23,2,0,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1
HB-032954,Resort Hotel,0,9,2025,February,6,4,2025-02-04,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,95.0,,0,Transient,44.0,0,0
HB-083820,City Hotel,0,1,2024,February,6,11,2024-02-11,0,3,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,109.0,0,3
HB-021783,Resort Hotel,0,37,2024,March,11,11,2024-03-11,2,4,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,2
HB-037636,Resort Hotel,0,239,2025,June,25,19,2025-06-19,1,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,99.0,0,1
HB-062778,City Hotel,1,17,2025,January,4,21,2025-01-21,6,15,2,2.0,0,BB,AGO,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9.0,,0,Transient,142.8,0,0
HB-064954,City Hotel,1,56,2025,March,12,21,2025-03-21,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,86.0,,0,Transient,85.0,0,0
HB-085674,City Hotel,0,8,2024,March,12,18,2024-03-18,0,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,125.0,0,1
HB-017357,Resort Hotel,0,50,2023,October,39,1,2023-10-01,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Transient,63.08,0,2
HB-018279,Resort Hotel,0,2,2025,March,10,6,2025-03-06,1,2,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,1,0,6,A,A,1,No Deposit,171.0,,0,Transient,30.0,0,1
HB-099534,City Hotel,0,112,2024,October,41,10,2024-10-10,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,80.75,0,0
HB-062457,City Hotel,1,38,2025,January,3,14,2025-01-14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,,67.0,0,Transient,75.0,0,0
HB-076588,City Hotel,1,224,2023,September,37,11,2023-09-11,1,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,90.0,0,0
HB-044328,City Hotel,1,89,2023,October,40,3,2023-10-03,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-016426,Resort Hotel,0,152,2023,August,34,22,2023-08-22,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.6,0,1
HB-045940,City Hotel,0,84,2023,November,48,27,2023-11-27,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,56.0,0,0
HB-030021,Resort Hotel,0,42,2024,November,45,7,2024-11-07,1,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,35.0,1,1
HB-055667,City Hotel,1,178,2024,August,33,18,2024-08-18,0,3,1,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,124.5,0,0
HB-006110,Resort Hotel,0,224,2024,May,21,25,2024-05-25,1,4,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,4,No Deposit,,223.0,0,Transient-Party,65.0,0,0
HB-083015,City Hotel,0,0,2024,January,2,12,2024-01-12,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,50.0,0,0
HB-007012,Resort Hotel,1,109,2024,July,29,16,2024-07-16,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,224.0,0,0
HB-114642,City Hotel,0,6,2025,June,26,23,2025-06-23,0,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,169.0,0,2
HB-081741,City Hotel,1,109,2024,February,8,21,2024-02-21,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,44,Transient,75.0,0,0
HB-053884,City Hotel,1,44,2024,July,27,1,2024-07-01,0,2,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.3,0,0
HB-115466,City Hotel,0,405,2025,July,27,4,2025-07-04,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,114.4,0,0
HB-024264,Resort Hotel,0,236,2024,May,19,12,2024-05-12,0,3,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,315.0,,0,Transient-Party,48.0,0,0
HB-107745,City Hotel,0,93,2025,March,11,14,2025-03-14,0,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,2
HB-093768,City Hotel,0,40,2024,July,30,26,2024-07-26,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,39.0,,0,Transient-Party,125.0,0,1
HB-085249,City Hotel,0,92,2024,March,10,5,2024-03-05,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27.0,,0,Transient,52.0,0,0
HB-022242,Resort Hotel,0,119,2024,March,11,15,2024-03-15,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115.0,,0,Transient,26.1,0,0
HB-100201,City Hotel,0,386,2024,October,43,23,2024-10-23,2,0,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1
HB-015699,Resort Hotel,0,53,2023,July,30,27,2023-07-27,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,145.0,0,0
HB-004353,Resort Hotel,1,19,2024,March,10,5,2024-03-05,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,0
HB-025302,Resort Hotel,0,61,2024,June,25,18,2024-06-18,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.0,1,0
HB-033702,Resort Hotel,0,27,2025,February,9,28,2025-02-28,0,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient-Party,56.0,0,2
HB-114269,City Hotel,0,213,2025,June,24,13,2025-06-13,1,5,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,121.5,0,0
HB-054293,City Hotel,1,60,2024,July,28,11,2024-07-11,1,4,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,120.6,0,0
HB-049404,City Hotel,0,123,2024,April,15,12,2024-04-12,0,5,0,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient-Party,81.5,0,1
HB-064934,City Hotel,1,56,2025,March,12,21,2025-03-21,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,86.0,,0,Transient,85.0,0,0
HB-021974,Resort Hotel,0,101,2024,March,10,8,2024-03-08,2,5,2,0.0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,49.4,0,0
HB-052460,City Hotel,1,213,2024,June,23,7,2024-06-07,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,62,Transient,130.0,0,0
HB-021832,Resort Hotel,0,28,2024,March,10,7,2024-03-07,1,4,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,75.0,0,0
HB-031054,Resort Hotel,0,34,2024,December,49,5,2024-12-05,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient-Party,70.71,1,1
HB-050481,City Hotel,1,437,2024,May,18,2,2024-05-02,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0
HB-062927,City Hotel,1,78,2025,January,4,25,2025-01-25,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,365.0,0,Transient-Party,85.0,0,0
HB-048252,City Hotel,1,393,2024,March,12,19,2024-03-19,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,B,1,Non Refund,1.0,,0,Transient,70.53,0,0
HB-041836,City Hotel,1,50,2023,August,34,25,2023-08-25,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-020101,Resort Hotel,0,1,2025,March,13,29,2025-03-29,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,16,A,D,1,No Deposit,,390.0,0,Transient,35.0,0,1
HB-024048,Resort Hotel,0,104,2024,May,18,4,2024-05-04,2,5,2,0.0,0,BB,ARM,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,147.0,,0,Transient,55.3,0,0
HB-079932,City Hotel,0,0,2023,November,45,7,2023-11-07,0,0,2,0.0,0,BB,PRT,Direct,Direct,1,1,0,A,F,1,No Deposit,14.0,,0,Transient,0.0,0,0
HB-043976,City Hotel,1,89,2023,September,39,27,2023-09-27,1,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0
HB-067807,City Hotel,1,105,2025,May,19,7,2025-05-07,2,4,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,223.33,0,0
HB-086410,City Hotel,0,46,2024,March,13,29,2024-03-29,0,5,2,0.0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient-Party,75.0,0,2
HB-104272,City Hotel,0,46,2025,January,2,7,2025-01-07,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,102.6,0,2
HB-052606,City Hotel,1,40,2024,June,23,8,2024-06-08,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,128.4,0,0
HB-046711,City Hotel,0,42,2024,January,3,16,2024-01-16,2,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,78.3,0,1
HB-012010,Resort Hotel,1,304,2025,June,23,8,2025-06-08,2,3,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,298.0,,0,Transient,66.0,0,0
HB-020261,Resort Hotel,0,1,2024,January,3,19,2024-01-19,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,43.2,0,1
HB-053225,City Hotel,1,11,2024,June,25,17,2024-06-17,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,141.0,0,1
HB-068406,City Hotel,1,12,2025,May,20,16,2025-05-16,2,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.71,0,0
HB-074664,City Hotel,1,359,2023,October,41,11,2023-10-11,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0
HB-082405,City Hotel,1,23,2024,January,1,2,2024-01-02,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,26.0,,0,Transient-Party,107.0,0,0
HB-106135,City Hotel,0,2,2025,February,8,17,2025-02-17,2,3,1,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.54,0,0
HB-039943,Resort Hotel,0,184,2025,August,35,26,2025-08-26,2,5,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,,0,Transient,153.75,1,3
HB-072139,City Hotel,1,423,2025,July,30,22,2025-07-22,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,80.0,0,0
HB-103220,City Hotel,0,0,2024,December,50,15,2024-12-15,0,1,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,2,No Deposit,,163.0,0,Transient,50.0,1,1
HB-033682,Resort Hotel,0,32,2025,February,9,25,2025-02-25,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient-Party,58.0,0,2
HB-101296,City Hotel,0,117,2024,November,45,6,2024-11-06,2,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,283.0,,0,Transient,71.4,0,0
